uri,id,name,popularity
spotify:track:3nY8AqaMNNHHLYV4380ol0,3nY8AqaMNNHHLYV4380ol0,Dick (feat. Doja Cat),68
spotify:track:1qk8eEUJaGK2xWHhq8QZD5,1qk8eEUJaGK2xWHhq8QZD5,3am in nyc,42
spotify:track:0LohatbcUXRauoeMlR1jnS,0LohatbcUXRauoeMlR1jnS,Pound The Alarm,63
spotify:track:454h9zAIuTe1eJyw9iTnj4,454h9zAIuTe1eJyw9iTnj4,Man Down,61
spotify:track:5lAnYvAIkSDNXqfo7DyFUm,5lAnYvAIkSDNXqfo7DyFUm,Ain't Shit,78
spotify:track:5XFoaqV1Z8XaLJidchVWhh,5XFoaqV1Z8XaLJidchVWhh,love.,64
spotify:track:66ZcOcouenzZEnzTJvoFmH,66ZcOcouenzZEnzTJvoFmH,The Sweet Escape,75
spotify:track:3zFBsXhCmBIrupI5MPOKR4,3zFBsXhCmBIrupI5MPOKR4,Life Happens,58
spotify:track:4rXLjWdF2ZZpXCVTfWcshS,4rXLjWdF2ZZpXCVTfWcshS,fukumean,89
spotify:track:1tkMs9wDPknQ3ZHcKDw1ES,1tkMs9wDPknQ3ZHcKDw1ES,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),79
spotify:track:6LOZws7T3jqZz78unPgFF9,6LOZws7T3jqZz78unPgFF9,Dead To Me,78
spotify:track:6XkuklKiHYVTlVvWlTgQYP,6XkuklKiHYVTlVvWlTgQYP,Erase Me - Main,71
spotify:track:6Bs8KdjRAuv3rzCIdchXwu,6Bs8KdjRAuv3rzCIdchXwu,Enter Galactic (Love Connection Part I),49
spotify:track:4iCKHGl4ij4YMwFrUZLGEQ,4iCKHGl4ij4YMwFrUZLGEQ,Kill The Lights (with Nile Rodgers) - Audien Remix,56
spotify:track:3XKIUb7HzIF1Vu9usunMzc,3XKIUb7HzIF1Vu9usunMzc,Maria Maria (feat. The Product G&B),76
spotify:track:1LeItUMezKA1HdCHxYICed,1LeItUMezKA1HdCHxYICed,Say My Name,65
spotify:track:2NbsBSshscKIPRG3kwBbfo,2NbsBSshscKIPRG3kwBbfo,Never Felt So Alone,73
spotify:track:2qOm7ukLyHUXWyR4ZWLwxA,2qOm7ukLyHUXWyR4ZWLwxA,It Was A Good Day,82
spotify:track:6u8MYoxXvAHNR0enhdUqgd,6u8MYoxXvAHNR0enhdUqgd,WESTWORLD,0
spotify:track:2wAJTrFhCnQyNSD3oUgTZO,2wAJTrFhCnQyNSD3oUgTZO,Work Out,83
spotify:track:5WI2ltQIdwgzf1SNE76JyR,5WI2ltQIdwgzf1SNE76JyR,Never Be Like You (feat. Kai),76
spotify:track:7LR85XLWw2yXqKBSI5brbG,7LR85XLWw2yXqKBSI5brbG,Run This Town,80
spotify:track:18I9TPCHnEQdqDznEJErhB,18I9TPCHnEQdqDznEJErhB,Freediving,27
spotify:track:2BrzlUj1u1CtvaJDGIKpsP,2BrzlUj1u1CtvaJDGIKpsP,Make Me (Cry),65
spotify:track:7voSun33hCNkIrjxaj3g47,7voSun33hCNkIrjxaj3g47,Peru - Remix,58
spotify:track:3q0U6eqmHObU2cy0O6VHGS,3q0U6eqmHObU2cy0O6VHGS,I Heard You Got Too Litt Last Night,22
spotify:track:6bUNEbXT7HovLW6BgPCBsb,6bUNEbXT7HovLW6BgPCBsb,Roses,72
spotify:track:5uQOauh47VFt3B2kV9kRXw,5uQOauh47VFt3B2kV9kRXw,My Shit,78
spotify:track:7hfRrdFJgFKK3cJ4rmkecE,7hfRrdFJgFKK3cJ4rmkecE,Feel so Good,68
spotify:track:691df0fYjhhszUgQH3FGvP,691df0fYjhhszUgQH3FGvP,94 Bentley,23
spotify:track:1JUtrCqYzJ80tcAzMbCvir,1JUtrCqYzJ80tcAzMbCvir,Lottery (feat. LU KALA),67
spotify:track:2v9t4NAYMv9rQbc70VyIuG,2v9t4NAYMv9rQbc70VyIuG,Sunset,40
spotify:track:4NC020Ni4UqpqhmIt0PByw,4NC020Ni4UqpqhmIt0PByw,Palms,44
spotify:track:0K1WiEPee04d00CltQVcrT,0K1WiEPee04d00CltQVcrT,Give It To Me Straight,31
spotify:track:6075pGQxRNkWdteEz4Hfwb,6075pGQxRNkWdteEz4Hfwb,Ditch,47
spotify:track:3X8fDZL2mX4bz39SWWCl03,3X8fDZL2mX4bz39SWWCl03,"Prune, You Talk Funny",58
spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,76
spotify:track:5EytpNhHiwfmy2oJN8J3Vx,5EytpNhHiwfmy2oJN8J3Vx,My Favorite Fish,45
spotify:track:3D2SHAhyFjcGcqr7aTntjF,3D2SHAhyFjcGcqr7aTntjF,Medicine,42
spotify:track:588NMc5Og3mcw65vHeCapb,588NMc5Og3mcw65vHeCapb,"Gum, Toe and Sole",42
spotify:track:12jmugLskEWmYRLKYfMNSk,12jmugLskEWmYRLKYfMNSk,I'm Just Snacking,51
spotify:track:0hrM7JpE7n6mz5vMB7on2f,0hrM7JpE7n6mz5vMB7on2f,First Aid,44
spotify:track:5wVubP7zojeuu4UP7PgNEV,5wVubP7zojeuu4UP7PgNEV,Midnight Train,7
spotify:track:5jzX4dWVQeBTtfBaXnMRt5,5jzX4dWVQeBTtfBaXnMRt5,DONTTRUSTME,73
spotify:track:4ndMeHRE9B5mPXoMyF2WmY,4ndMeHRE9B5mPXoMyF2WmY,Fill Me Up Anthem,37
spotify:track:2CGayzCLhCy7P314QQIaVb,2CGayzCLhCy7P314QQIaVb,Wet Cement,38
spotify:track:181PmaC6c39r59gfhDGKdh,181PmaC6c39r59gfhDGKdh,Don't Let Me Down,46
spotify:track:4rOM11Me71Szv8BD7ILpxr,4rOM11Me71Szv8BD7ILpxr,Post Humorous,53
spotify:track:65NOHkDku5uRwH1j9ixjR7,65NOHkDku5uRwH1j9ixjR7,Horizons,43
spotify:track:0E1GJFHAHBQLNyh7VZqDoZ,0E1GJFHAHBQLNyh7VZqDoZ,Louphoria (with Cruza),54
spotify:track:4Z1ZlABSKDlVByJL3y5OVs,4Z1ZlABSKDlVByJL3y5OVs,HEAVEN TO ME,62
spotify:track:410ZZP746AQeiywhKvXWCo,410ZZP746AQeiywhKvXWCo,SORRY NOT SORRY,71
spotify:track:2uuJs2nltcYFh9pkKP7bW4,2uuJs2nltcYFh9pkKP7bW4,Show Me,71
spotify:track:6OfOzTitafSnsaunQLuNFw,6OfOzTitafSnsaunQLuNFw,DOGTOOTH,74
spotify:track:6cmt9CRoK0KGcNg9Tpje53,6cmt9CRoK0KGcNg9Tpje53,Riot!,65
spotify:track:1q8DwZtQen5fvyB7cKbShC,1q8DwZtQen5fvyB7cKbShC,Walkin,69
spotify:track:5wxYxygyHpbgv0EXZuqb9V,5wxYxygyHpbgv0EXZuqb9V,on the street (with J. Cole),75
spotify:track:1Is8hGpkGMiePASAxBluxM,1Is8hGpkGMiePASAxBluxM,16,79
spotify:track:0AAMnNeIc6CdnfNU85GwCH,0AAMnNeIc6CdnfNU85GwCH,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),76
spotify:track:3GGg9FWBlAjrAvC16kazer,3GGg9FWBlAjrAvC16kazer,Lovesick,50
spotify:track:3ml3WB66sqG4kXoPBX2POA,3ml3WB66sqG4kXoPBX2POA,Janet,49
spotify:track:3UdquFlgsSBKueNRHgjOiG,3UdquFlgsSBKueNRHgjOiG,MAN ON THE MOON,48
spotify:track:0inxukVZS8QN3gtxhCYiSD,0inxukVZS8QN3gtxhCYiSD,Exhale (feat. Smino),29
spotify:track:1UsPflAuWTNteFUPJAJe8E,1UsPflAuWTNteFUPJAJe8E,SCIENTISTS & ENGINEERS (feat. Future & Eryn Allen Kane),66
spotify:track:0Gt4nGWoATcQFL38a1NRao,0Gt4nGWoATcQFL38a1NRao,West Savannah (feat. SZA),71
spotify:track:6wsqVwoiVH2kde4k4KKAFU,6wsqVwoiVH2kde4k4KKAFU,I KNOW ?,90
spotify:track:7Gs3otHnZDq514kFHf0nx7,7Gs3otHnZDq514kFHf0nx7,Blue Notes,69
spotify:track:76dE0B9VSFm2xocQNKq8qU,76dE0B9VSFm2xocQNKq8qU,Count on Me,44
spotify:track:2yBb1CRq98SSWRuDSn36SZ,2yBb1CRq98SSWRuDSn36SZ,Life Of The Party (with André 3000),62
spotify:track:3bPlMzfHJMYqdAC80NLPTb,3bPlMzfHJMYqdAC80NLPTb,Remember the Rain,51
spotify:track:47A2jHhdcuOozYPYhttXPs,47A2jHhdcuOozYPYhttXPs,Born Sinner (feat. James Fauntleroy),56
spotify:track:17PtEAxSnO1aFWiMukDMWk,17PtEAxSnO1aFWiMukDMWk,Alternative Trouble,41
spotify:track:2KLwPaRDOB87XOYAT2fgxh,2KLwPaRDOB87XOYAT2fgxh,Pussy & Millions (feat. Travis Scott),76
spotify:track:4FDqBWx57dkjpiq7K3Xbk8,4FDqBWx57dkjpiq7K3Xbk8,BABYLON,46
spotify:track:6BU1RZexmvJcBjgagVVt3M,6BU1RZexmvJcBjgagVVt3M,Count Me Out,75
spotify:track:1S4sxNGmCASkyRI08YhLtT,1S4sxNGmCASkyRI08YhLtT,Gettin' Old,50
spotify:track:3fGy1zrYJKlBRM9Nm8aWu0,3fGy1zrYJKlBRM9Nm8aWu0,TRY,19
spotify:track:7omij53d6AvXefx13NNyfn,7omij53d6AvXefx13NNyfn,Where's The Catch? (feat. André 3000),46
spotify:track:1h6w4POXM2LfG4ZD4xUfZQ,1h6w4POXM2LfG4ZD4xUfZQ,The Hillbillies,68
spotify:track:2tgQaL85WoRfgEa4hFQgrE,2tgQaL85WoRfgEa4hFQgrE,Feathered Indians,80
spotify:track:1xLs8Mu1QEVbGCpyHQ2r2U,1xLs8Mu1QEVbGCpyHQ2r2U,Why,71
spotify:track:6J3HNhDBIwEX11bX8hzx5u,6J3HNhDBIwEX11bX8hzx5u,Colors,72
spotify:track:2ZlABhxMMa43COmZ97kKsJ,2ZlABhxMMa43COmZ97kKsJ,Jumbotron Shit Poppin,71
spotify:track:1REVvAphiSTJyKQ1fDpHa4,1REVvAphiSTJyKQ1fDpHa4,Purple Hearts,65
spotify:track:71DSaeKtXQaMAqnvMT7Uoc,71DSaeKtXQaMAqnvMT7Uoc,Mona Lisa,70
spotify:track:24xpL4l70GDGIVFIxLbW8s,24xpL4l70GDGIVFIxLbW8s,patience interlude,49
spotify:track:0m1KYWlT6LhFRBDVq9UNx4,0m1KYWlT6LhFRBDVq9UNx4,HYFR (Hell Ya Fucking Right),72
spotify:track:3SsJ17EnPIu1B4GZshqjIS,3SsJ17EnPIu1B4GZshqjIS,Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),72
spotify:track:0B0jhczWfIdjY0p4KY1ArL,0B0jhczWfIdjY0p4KY1ArL,Another You (feat. Kanye West),48
spotify:track:3WRQUvzRvBDr4AxMWhXc5E,3WRQUvzRvBDr4AxMWhXc5E,Sunset Lover,69
spotify:track:0VofOfBQCt2kZkNqMawsqb,0VofOfBQCt2kZkNqMawsqb,Hold you up (feat. Annahstasia & Steven Bamidele),44
spotify:track:50a8bKqlwDEqeiEknrzkTO,50a8bKqlwDEqeiEknrzkTO,ball w/o you,83
spotify:track:5DvBwHBwUoPk33UT2VqcG1,5DvBwHBwUoPk33UT2VqcG1,Tit For Tat,52
spotify:track:403tC8spWXnKcdXdbFnayL,403tC8spWXnKcdXdbFnayL,Lee & Lovie (with reggie),54
spotify:track:4ZgXDDRSS4lVx1g3WkRon0,4ZgXDDRSS4lVx1g3WkRon0,"Doctor, My Eyes",56
spotify:track:3DgtslFVMym5qbN2FuDJXd,3DgtslFVMym5qbN2FuDJXd,Google Maps,29
spotify:track:0troHdGkx1ORKsnR8Kehht,0troHdGkx1ORKsnR8Kehht,Sundays,40
spotify:track:0WCJSIy75ZVxqY51ce0enc,0WCJSIy75ZVxqY51ce0enc,Pluto to Mars,63
spotify:track:3sTN90bIP2cJ1783ctHykO,3sTN90bIP2cJ1783ctHykO,Love$ick (feat. A$AP Rocky),74
spotify:track:4NqkE7kRUvMDEdcqD96EDO,4NqkE7kRUvMDEdcqD96EDO,Used (feat. Don Toliver),71
spotify:track:2Hb8HUCnMZ74gwl4DppYDd,2Hb8HUCnMZ74gwl4DppYDd,Sampha's Plea,49
spotify:track:7hWw7LtJOKcBVrjXszOE8s,7hWw7LtJOKcBVrjXszOE8s,Households,29
spotify:track:3KCNiDi9Pza6ZD8FggNoaw,3KCNiDi9Pza6ZD8FggNoaw,MODERN JAM (feat. Teezo Touchdown),78
spotify:track:6kQF79mjbOkvuRvg0J2XZv,6kQF79mjbOkvuRvg0J2XZv,Died and Came Back,56
spotify:track:5SsR3wtCOafDmZgvIdRhSm,5SsR3wtCOafDmZgvIdRhSm,Man Of The Year,71
spotify:track:6AwPKRtPVzzp2CLHYWCcNy,6AwPKRtPVzzp2CLHYWCcNy,Wanders of the Mind (feat. Mac Miller),46
spotify:track:0MbH6aXMUVPHDiBHiuhhKx,0MbH6aXMUVPHDiBHiuhhKx,Still In Love,43
spotify:track:2gu5fZZlb7BOh8Sr8yvvn2,2gu5fZZlb7BOh8Sr8yvvn2,Fact (feat. Lil Uzi Vert),49
spotify:track:3QFInJAm9eyaho5vBzxInN,3QFInJAm9eyaho5vBzxInN,family ties (with Kendrick Lamar),81
spotify:track:3GXSywNvYLAVUCtjMHkKDh,3GXSywNvYLAVUCtjMHkKDh,E. Coli (feat. Earl Sweatshirt),72
spotify:track:2XILilAwcXHdGwZLNHteue,2XILilAwcXHdGwZLNHteue,"Love, of Money",34
spotify:track:0NuhsAcq78bzMPGwFGS85T,0NuhsAcq78bzMPGwFGS85T,Count on Me II,45
spotify:track:6pyM30WDpG70VTfwoQg4m2,6pyM30WDpG70VTfwoQg4m2,everything,62
spotify:track:4cQrSREMqBSvJ8ZzBZjVb8,4cQrSREMqBSvJ8ZzBZjVb8,Mile High (feat. Travis Scott & Metro Boomin),68
spotify:track:4paAidoE8VAemwU4jgCc6l,4paAidoE8VAemwU4jgCc6l,all my friends,60
spotify:track:5QaUFqVL3D4IqAQh60xGCT,5QaUFqVL3D4IqAQh60xGCT,In The Morning (feat. Thundercat & Syd),51
spotify:track:2x5Frs6ts14U4MSLrQQlXg,2x5Frs6ts14U4MSLrQQlXg,Why iii Love The Moon.,58
spotify:track:2g6tReTlM2Akp41g0HaeXN,2g6tReTlM2Akp41g0HaeXN,Die Hard,75
spotify:track:6jy9yJfgCsMHdu2Oz4BGKX,6jy9yJfgCsMHdu2Oz4BGKX,Papi’s Home,67
spotify:track:2N9LEu6Pf8nDcp3GjWJT1Z,2N9LEu6Pf8nDcp3GjWJT1Z,I Can't Save You (Interlude) [with Future & feat. Don Toliver],79
spotify:track:3EaJDYHA0KnX88JvDhL9oa,3EaJDYHA0KnX88JvDhL9oa,Dark Red,88
spotify:track:4MAADpR6MjelkaZqe3Mgnv,4MAADpR6MjelkaZqe3Mgnv,Elastic,62
spotify:track:2z9iuAxKv4TTeCrPAxxKg9,2z9iuAxKv4TTeCrPAxxKg9,Love Lost,78
spotify:track:2Lmpxi7j95HOvsR6zj1Fl3,2Lmpxi7j95HOvsR6zj1Fl3,an Interlude Called “Circus” (feat. Eryn Allen Kane),66
spotify:track:29kixq8kxaIuxN0TAZomaU,29kixq8kxaIuxN0TAZomaU,I Might Slip Away if I Don't Feel Nothing,47
spotify:track:3EoQSIQ91sDN2gYIcPXa5b,3EoQSIQ91sDN2gYIcPXa5b,Don't Wait Forever,49
spotify:track:008q1ztvnmNxD7W4VjfHrm,008q1ztvnmNxD7W4VjfHrm,Earth (feat. Future),56
spotify:track:4LGg2NY9eHp0jF3L1WbCNl,4LGg2NY9eHp0jF3L1WbCNl,Wildin',50
spotify:track:37tM6Oa7TZghDjfHJydTnL,37tM6Oa7TZghDjfHJydTnL,Fingerprints,24
spotify:track:4Ls53fBNVfaXTROBi6X8Hw,4Ls53fBNVfaXTROBi6X8Hw,Just Wanna Rock,77
spotify:track:2Zb7wnGUnNPCas2E0wWSQ5,2Zb7wnGUnNPCas2E0wWSQ5,Ni**as In Paris,34
spotify:track:4rXLjWdF2ZZpXCVTfWcshS,4rXLjWdF2ZZpXCVTfWcshS,fukumean,89
spotify:track:7qLr3HMApUbyDkUvgIvHnB,7qLr3HMApUbyDkUvgIvHnB,Oh U Went (feat. Drake),74
spotify:track:4kjI1gwQZRKNDkw1nI475M,4kjI1gwQZRKNDkw1nI475M,MY EYES,90
spotify:track:2EHVjRFRSsXQaHAsys74Us,2EHVjRFRSsXQaHAsys74Us,Dancing On My Own - Tiësto Remix,68
spotify:track:7AtJaaSeDMG3yRt8Yauezw,7AtJaaSeDMG3yRt8Yauezw,Daylight Savings,16
spotify:track:5SMUyfT2P1kpKqWbkAResU,5SMUyfT2P1kpKqWbkAResU,Decatur,49
spotify:track:2E4INiVkDRBXXkFL4kB1Vk,2E4INiVkDRBXXkFL4kB1Vk,highway 95,72
spotify:track:1IgePMOW0qEe1AViWgkal9,1IgePMOW0qEe1AViWgkal9,Pretty Little Birds (feat. Isaiah Rashad),66
spotify:track:04nN9vTH0g61TjyrM0nK2c,04nN9vTH0g61TjyrM0nK2c,Dirt,54
spotify:track:25ypHCQpDX2nrDFly7eZLZ,25ypHCQpDX2nrDFly7eZLZ,Bonfire,73
spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],86
spotify:track:593W4qZOwwdqF6YnimJjL6,593W4qZOwwdqF6YnimJjL6,Doves In The Wind (feat. Kendrick Lamar),72
spotify:track:5WLkwRe2pFxItoPNBSa40R,5WLkwRe2pFxItoPNBSa40R,Talk,48
spotify:track:12CNybio0Bxean3F3uYugU,12CNybio0Bxean3F3uYugU,No L's,65
spotify:track:4YcWzLSnGqLjSCycuSMHnn,4YcWzLSnGqLjSCycuSMHnn,Prices,62
spotify:track:4KD0lLJ4OGonZhBeKtct9I,4KD0lLJ4OGonZhBeKtct9I,Avalanche,57
spotify:track:0RiRZpuVRbi7oqRdSMwhQY,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,86
spotify:track:0lqAn1YfFVQ3SdoF7tRZO2,0lqAn1YfFVQ3SdoF7tRZO2,THE BEACH,65
spotify:track:4NqkE7kRUvMDEdcqD96EDO,4NqkE7kRUvMDEdcqD96EDO,Used (feat. Don Toliver),71
spotify:track:2Hb8HUCnMZ74gwl4DppYDd,2Hb8HUCnMZ74gwl4DppYDd,Sampha's Plea,49
spotify:track:7hWw7LtJOKcBVrjXszOE8s,7hWw7LtJOKcBVrjXszOE8s,Households,29
spotify:track:3KCNiDi9Pza6ZD8FggNoaw,3KCNiDi9Pza6ZD8FggNoaw,MODERN JAM (feat. Teezo Touchdown),78
spotify:track:6kQF79mjbOkvuRvg0J2XZv,6kQF79mjbOkvuRvg0J2XZv,Died and Came Back,56
spotify:track:5SsR3wtCOafDmZgvIdRhSm,5SsR3wtCOafDmZgvIdRhSm,Man Of The Year,71
spotify:track:6AwPKRtPVzzp2CLHYWCcNy,6AwPKRtPVzzp2CLHYWCcNy,Wanders of the Mind (feat. Mac Miller),46
spotify:track:0MbH6aXMUVPHDiBHiuhhKx,0MbH6aXMUVPHDiBHiuhhKx,Still In Love,43
spotify:track:2gu5fZZlb7BOh8Sr8yvvn2,2gu5fZZlb7BOh8Sr8yvvn2,Fact (feat. Lil Uzi Vert),49
spotify:track:3QFInJAm9eyaho5vBzxInN,3QFInJAm9eyaho5vBzxInN,family ties (with Kendrick Lamar),81
spotify:track:3GXSywNvYLAVUCtjMHkKDh,3GXSywNvYLAVUCtjMHkKDh,E. Coli (feat. Earl Sweatshirt),72
spotify:track:2XILilAwcXHdGwZLNHteue,2XILilAwcXHdGwZLNHteue,"Love, of Money",34
spotify:track:0NuhsAcq78bzMPGwFGS85T,0NuhsAcq78bzMPGwFGS85T,Count on Me II,45
spotify:track:6pyM30WDpG70VTfwoQg4m2,6pyM30WDpG70VTfwoQg4m2,everything,62
spotify:track:4cQrSREMqBSvJ8ZzBZjVb8,4cQrSREMqBSvJ8ZzBZjVb8,Mile High (feat. Travis Scott & Metro Boomin),68
spotify:track:4paAidoE8VAemwU4jgCc6l,4paAidoE8VAemwU4jgCc6l,all my friends,60
spotify:track:5QaUFqVL3D4IqAQh60xGCT,5QaUFqVL3D4IqAQh60xGCT,In The Morning (feat. Thundercat & Syd),51
spotify:track:2x5Frs6ts14U4MSLrQQlXg,2x5Frs6ts14U4MSLrQQlXg,Why iii Love The Moon.,58
spotify:track:2g6tReTlM2Akp41g0HaeXN,2g6tReTlM2Akp41g0HaeXN,Die Hard,75
spotify:track:6jy9yJfgCsMHdu2Oz4BGKX,6jy9yJfgCsMHdu2Oz4BGKX,Papi’s Home,67
spotify:track:2N9LEu6Pf8nDcp3GjWJT1Z,2N9LEu6Pf8nDcp3GjWJT1Z,I Can't Save You (Interlude) [with Future & feat. Don Toliver],79
spotify:track:3EaJDYHA0KnX88JvDhL9oa,3EaJDYHA0KnX88JvDhL9oa,Dark Red,88
spotify:track:4MAADpR6MjelkaZqe3Mgnv,4MAADpR6MjelkaZqe3Mgnv,Elastic,62
spotify:track:2z9iuAxKv4TTeCrPAxxKg9,2z9iuAxKv4TTeCrPAxxKg9,Love Lost,78
spotify:track:2Lmpxi7j95HOvsR6zj1Fl3,2Lmpxi7j95HOvsR6zj1Fl3,an Interlude Called “Circus” (feat. Eryn Allen Kane),66
spotify:track:29kixq8kxaIuxN0TAZomaU,29kixq8kxaIuxN0TAZomaU,I Might Slip Away if I Don't Feel Nothing,47
spotify:track:3EoQSIQ91sDN2gYIcPXa5b,3EoQSIQ91sDN2gYIcPXa5b,Don't Wait Forever,49
spotify:track:008q1ztvnmNxD7W4VjfHrm,008q1ztvnmNxD7W4VjfHrm,Earth (feat. Future),56
spotify:track:4LGg2NY9eHp0jF3L1WbCNl,4LGg2NY9eHp0jF3L1WbCNl,Wildin',50
spotify:track:37tM6Oa7TZghDjfHJydTnL,37tM6Oa7TZghDjfHJydTnL,Fingerprints,24
spotify:track:4Ls53fBNVfaXTROBi6X8Hw,4Ls53fBNVfaXTROBi6X8Hw,Just Wanna Rock,77
spotify:track:2Zb7wnGUnNPCas2E0wWSQ5,2Zb7wnGUnNPCas2E0wWSQ5,Ni**as In Paris,34
spotify:track:4rXLjWdF2ZZpXCVTfWcshS,4rXLjWdF2ZZpXCVTfWcshS,fukumean,89
spotify:track:7qLr3HMApUbyDkUvgIvHnB,7qLr3HMApUbyDkUvgIvHnB,Oh U Went (feat. Drake),74
spotify:track:4kjI1gwQZRKNDkw1nI475M,4kjI1gwQZRKNDkw1nI475M,MY EYES,90
spotify:track:2EHVjRFRSsXQaHAsys74Us,2EHVjRFRSsXQaHAsys74Us,Dancing On My Own - Tiësto Remix,68
spotify:track:7AtJaaSeDMG3yRt8Yauezw,7AtJaaSeDMG3yRt8Yauezw,Daylight Savings,16
spotify:track:5SMUyfT2P1kpKqWbkAResU,5SMUyfT2P1kpKqWbkAResU,Decatur,49
spotify:track:2E4INiVkDRBXXkFL4kB1Vk,2E4INiVkDRBXXkFL4kB1Vk,highway 95,72
spotify:track:1IgePMOW0qEe1AViWgkal9,1IgePMOW0qEe1AViWgkal9,Pretty Little Birds (feat. Isaiah Rashad),66
spotify:track:04nN9vTH0g61TjyrM0nK2c,04nN9vTH0g61TjyrM0nK2c,Dirt,54
spotify:track:25ypHCQpDX2nrDFly7eZLZ,25ypHCQpDX2nrDFly7eZLZ,Bonfire,73
spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],86
spotify:track:593W4qZOwwdqF6YnimJjL6,593W4qZOwwdqF6YnimJjL6,Doves In The Wind (feat. Kendrick Lamar),72
spotify:track:5WLkwRe2pFxItoPNBSa40R,5WLkwRe2pFxItoPNBSa40R,Talk,48
spotify:track:12CNybio0Bxean3F3uYugU,12CNybio0Bxean3F3uYugU,No L's,65
spotify:track:4YcWzLSnGqLjSCycuSMHnn,4YcWzLSnGqLjSCycuSMHnn,Prices,62
spotify:track:4KD0lLJ4OGonZhBeKtct9I,4KD0lLJ4OGonZhBeKtct9I,Avalanche,57
spotify:track:0RiRZpuVRbi7oqRdSMwhQY,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,86
spotify:track:0lqAn1YfFVQ3SdoF7tRZO2,0lqAn1YfFVQ3SdoF7tRZO2,THE BEACH,65
spotify:track:5crkOzXbUZ5SOSkSat7g4T,5crkOzXbUZ5SOSkSat7g4T,Lou's Tune,70
spotify:track:6ldto3peQuqKTZKMa4SA6f,6ldto3peQuqKTZKMa4SA6f,Planes,48
spotify:track:4vHNeBWDQpVCmGbaccrRzi,4vHNeBWDQpVCmGbaccrRzi,Goodie Bag,78
spotify:track:3NRql0A1Ef4RCvT473iqgD,3NRql0A1Ef4RCvT473iqgD,Hell N Back,78
spotify:track:5gK9lwZXKT4H1r95OkZd9q,5gK9lwZXKT4H1r95OkZd9q,80 Summers,44
spotify:track:4jmLj7bALZTQoe93dT623W,4jmLj7bALZTQoe93dT623W,In Your Eyes,62
spotify:track:4r7iDEGdW2Gw9hJlCbi5qL,4r7iDEGdW2Gw9hJlCbi5qL,Mi Negrita,56
spotify:track:4AZk9awBXJRVaLS7gOsaMO,4AZk9awBXJRVaLS7gOsaMO,Talk Down,57
spotify:track:7sZCAHP2duHwr5M5K7lHsb,7sZCAHP2duHwr5M5K7lHsb,Selfish,63
spotify:track:4Nw7kywWurWS6ceinn1cHK,4Nw7kywWurWS6ceinn1cHK,Baby Powder,67
spotify:track:12BaQt9aYdTlEtKreqB5V4,12BaQt9aYdTlEtKreqB5V4,jazz is for ordinary people,67
spotify:track:6k5VMHrwv7mgPpkQSRQtQr,6k5VMHrwv7mgPpkQSRQtQr,Lebanese Blonde,64
spotify:track:5371Ggebpdqasbsq2w4clU,5371Ggebpdqasbsq2w4clU,When We Met,44
spotify:track:7pv80uUHfocFqfTytu1MVi,7pv80uUHfocFqfTytu1MVi,Didn't Cha Know,74
spotify:track:2Ee9amLUslOwgoJWZEpSSD,2Ee9amLUslOwgoJWZEpSSD,Mystery Lady (feat. Don Toliver),60
spotify:track:3W4IoNW4011i8qfCwN75Va,3W4IoNW4011i8qfCwN75Va,Abusey Junction,60
spotify:track:5kezlJNDGWAV8AhEZLqn0A,5kezlJNDGWAV8AhEZLqn0A,I Took The L,40
spotify:track:2nDLZMuPMvHzNtUY2e7nV3,2nDLZMuPMvHzNtUY2e7nV3,la luna enamorada,62
spotify:track:4PMqSO5qyjpvzhlLI5GnID,4PMqSO5qyjpvzhlLI5GnID,Good Days,82
spotify:track:0rdWkO7ncrh1lrJGDmLq9L,0rdWkO7ncrh1lrJGDmLq9L,Gamesofluck,66
spotify:track:2mzM4Y0Rnx2BDZqRnhQ5Q6,2mzM4Y0Rnx2BDZqRnhQ5Q6,Free Mind,74
spotify:track:4R5GN0mBvb6jkRj3Zvyhkl,4R5GN0mBvb6jkRj3Zvyhkl,Will I See You Again?,70
spotify:track:7eWGnKg4B44sbBPpQp4y2c,7eWGnKg4B44sbBPpQp4y2c,Dragonball Durag,65
spotify:track:5uXO1sjZ7VbNKexKaFRna3,5uXO1sjZ7VbNKexKaFRna3,Please Do Not Lean (feat. BADBADNOTGOOD),60
spotify:track:75IQVo8hqI1iwVZyvkN2VT,75IQVo8hqI1iwVZyvkN2VT,Show Me How,83
spotify:track:19kHhX6f6EfLU7rcO3RqjO,19kHhX6f6EfLU7rcO3RqjO,Back On 74,83
